COUNTYFIPS,NAME,STATEPLANEFIPS,EPSG
54063,Monroe County,4702,32151
04003,Cochise County,0201,26948
54061,Monongalia County,4701,32150
04005,Coconino County,0202,26949
38029,Emmons County,3302,32121
04007,Gila County,0201,26948
54065,Morgan County,4701,32150
19007,Appanoose County,1402,26976
29137,Monroe County,2402,26997
36083,Rensselaer County,3101,32115
08105,Rio Grande County,0503,26955
40077,Latimer County,3502,32125
40071,Kay County,3501,32124
40073,Kingfisher County,3501,32124
08109,Saguache County,0503,26955
13251,Screven County,1001,26966
30059,Meagher County,2500,32100
34009,Cape May County,2900,32111
72149,Villalba Muno,5200,32161
30051,Liberty County,2500,32100
34003,Bergen County,2900,32111
30053,Lincoln County,2500,32100
17051,Fayette County,1201,26971
30055,McCone County,2500,32100
34007,Camden County,2900,32111
30057,Madison County,2500,32100
34005,Burlington County,2900,32111
18013,Brown County,1301,26973
18011,Boone County,1302,26974
18017,Cass County,1301,26973
18015,Carroll County,1302,26974
18019,Clark County,1301,26973
16001,Ada County,1103,26970
37133,Onslow County,3200,32119
28057,Itawamba County,2301,26994
28051,Holmes County,2302,26995
28053,Humphreys County,2302,26995
28059,Jackson County,2301,26994
72031,Carolina Muno,5200,32161
72033,Cataño Muno,5200,32161
18087,LaGrange County,1301,26973
72035,Cayey Muno,5200,32161
72037,Ceiba Muno,5200,32161
72039,Ciales Muno,5200,32161
29059,Dallas County,2402,26997
17059,Gallatin County,1201,26971
37119,Mecklenburg County,3200,32119
29169,Pulaski County,2402,26997
37135,Orange County,3200,32119
29053,Cooper County,2402,26997
36015,Chemung County,3102,32116
72017,Barceloneta Muno,5200,32161
13213,Murray County,1002,26967
27079,Le Sueur County,2203,26993
27077,Lake of the Woods County,2201,26991
31185,York County,2600,32104
27075,Lake County,2201,26991
27073,Lac qui Parle County,2203,26993
31181,Webster County,2600,32104
27071,Koochiching County,2201,26991
31183,Wheeler County,2600,32104
72013,Arecibo Muno,5200,32161
31053,Dodge County,2600,32104
31051,Dixon County,2600,32104
31057,Dundy County,2600,32104
35029,Luna County,3003,32114
13219,Oconee County,1002,26967
35027,Lincoln County,3002,32113
35025,Lea County,3001,32112
31059,Fillmore County,2600,32104
35023,Hidalgo County,3003,32114
35021,Harding County,3001,32112
55083,Oconto County,4802,32153
55081,Monroe County,4803,32154
29051,Cole County,2402,26997
55087,Outagamie County,4802,32153
55085,Oneida County,4801,32152
55089,Ozaukee County,4803,32154
47149,Rutherford County,4100,32136
13195,Madison County,1001,26966
47141,Putnam County,4100,32136
47143,Rhea County,4100,32136
47145,Roane County,4100,32136
47147,Robertson County,4100,32136
19073,Greene County,1401,26975
19071,Fremont County,1402,26976
39089,Licking County,3402,32123
19077,Guthrie County,1402,26976
19075,Grundy County,1401,26975
39085,Lake County,3401,32122
39087,Lawrence County,3402,32123
19079,Hamilton County,1401,26975
39081,Jefferson County,3401,32122
39083,Knox County,3401,32122
28129,Smith County,2301,26994
28125,Sharkey County,2302,26995
28127,Simpson County,2302,26995
28121,Rankin County,2302,26995
28123,Scott County,2301,26994
35055,Taos County,3002,32113
23029,Washington County,1801,26983
16083,Twin Falls County,1102,26969
16081,Teton County,1101,26968
16087,Washington County,1103,26970
02020,Anchorage Muny,5004,26934
26025,Calhoun County,2113,26990
29225,Webster County,2402,26997
48253,Jones County,4202,32138
51187,Warren County,4501,32146
05125,Saline County,0302,26952
51185,Tazewell County,4502,32147
51183,Sussex County,4502,32147
51181,Surry County,4502,32147
27095,Mille Lacs County,2202,26992
22093,St. James Parish,1702,26982
27097,Morrison County,2202,26992
22091,St. Helena Parish,1702,26982
27091,Martin County,2203,26993
22097,St. Landry Parish,1702,26982
27093,Meeker County,2203,26993
22095,St. John the Baptist Parish,1702,26982
22099,St. Martin Parish,1702,26982
27099,Mower County,2203,26993
21045,Casey County,1602,26980
21047,Christian County,1602,26980
21041,Carroll County,1601,2205
21043,Carter County,1601,2205
17203,Woodford County,1202,26972
17201,Winnebago County,1202,26972
21049,Clark County,1601,2205
48033,Borden County,4202,32138
02230,Skagway Muny,5001,26931
45003,Aiken County,3900,32133
72005,Aguadilla Muno,5200,32161
48037,Bowie County,4202,32138
17117,Macoupin County,1202,26972
21221,Trigg County,1602,26980
17115,Macon County,1201,26971
21223,Trimble County,1601,2205
17113,McLean County,1201,26971
21225,Union County,1602,26980
17111,McHenry County,1201,26971
53059,Skamania County,4602,32149
05055,Greene County,0301,26951
21229,Washington County,1602,26980
05057,Hempstead County,0302,26952
05051,Garland County,0302,26952
53053,Pierce County,4602,32149
05053,Grant County,0302,26952
53051,Pend Oreille County,4601,32148
36099,Seneca County,3102,32116
36097,Schuyler County,3102,32116
26029,Charlevoix County,2112,26989
36095,Schoharie County,3101,32115
36093,Schenectady County,3101,32115
36091,Saratoga County,3101,32115
27169,Winona County,2203,26993
42087,Mifflin County,3702,32129
26127,Oceana County,2113,26990
42085,Mercer County,3701,32128
26125,Oakland County,2113,26990
42083,McKean County,3701,32128
26123,Newaygo County,2113,26990
42081,Lycoming County,3701,32128
26121,Muskegon County,2113,26990
42089,Monroe County,3701,32128
26129,Ogemaw County,2112,26989
20151,Pratt County,1502,26978
10005,Sussex County,0700,26957
20153,Rawlins County,1501,26977
20155,Reno County,1502,26978
10001,Kent County,0700,26957
20157,Republic County,1501,26977
10003,New Castle County,0700,26957
20159,Rice County,1502,26978
17063,Grundy County,1201,26971
48131,Duval County,4205,32141
17061,Greene County,1202,26972
17067,Hancock County,1202,26972
17065,Hamilton County,1201,26971
17069,Hardin County,1201,26971
48421,Sherman County,4201,32137
05123,St. Francis County,0301,26951
56029,Park County,4903,32157
31171,Thomas County,2600,32104
31079,Hall County,2600,32104
05059,Hot Spring County,0302,26952
48135,Ector County,4203,32139
31173,Thurston County,2600,32104
48425,Somervell County,4202,32138
31175,Valley County,2600,32104
46089,McPherson County,4001,32134
45033,Dillon County,3900,32133
45031,Darlington County,3900,32133
45037,Edgefield County,3900,32133
41069,Wheeler County,3601,32126
45035,Dorchester County,3900,32133
41065,Wasco County,3601,32126
45039,Fairfield County,3900,32133
41067,Washington County,3601,32126
41061,Union County,3601,32126
41063,Wallowa County,3601,32126
48283,La Salle County,4204,32140
48281,Lampasas County,4203,32139
48287,Lee County,4203,32139
48285,Lavaca County,4204,32140
31071,Garfield County,2600,32104
48289,Leon County,4203,32139
26013,Baraga County,2111,26988
36075,Oswego County,3102,32116
36077,Otsego County,3101,32115
36071,Orange County,3101,32115
36073,Orleans County,3103,32117
37079,Greene County,3200,32119
13171,Lamar County,1002,26967
37077,Granville County,3200,32119
13173,Lanier County,1001,26966
37075,Graham County,3200,32119
13175,Laurens County,1001,26966
37073,Gates County,3200,32119
13177,Lee County,1002,26967
37071,Gaston County,3200,32119
54057,Mineral County,4701,32150
54055,Mercer County,4702,32151
54053,Mason County,4702,32151
54051,Marshall County,4701,32150
08005,Arapahoe County,0502,26954
08007,Archuleta County,0503,26955
08001,Adams County,0501,26953
08003,Alamosa County,0503,26955
38051,McIntosh County,3302,32121
38053,McKenzie County,3301,32120
04019,Pima County,0202,26949
38055,McLean County,3301,32120
29197,Schuyler County,2402,26997
38057,Mercer County,3302,32121
29195,Saline County,2402,26997
04012,La Paz County,0203,26950
04013,Maricopa County,0202,26949
04011,Greenlee County,0201,26948
04017,Navajo County,0201,26948
04015,Mohave County,0203,26950
08009,Baca County,0503,26955
40001,Adair County,3501,32124
40003,Alfalfa County,3501,32124
13001,Appling County,1001,26966
13003,Atkinson County,1001,26966
06091,Sierra County,0402,26942
40009,Beckham County,3502,32125
23025,Somerset County,1802,26984
13009,Baldwin County,1001,26966
30049,Lewis and Clark County,2500,32100
30043,Jefferson County,2500,32100
30041,Hill County,2500,32100
40069,Johnston County,3502,32125
72153,Yauco Muno,5200,32161
72151,Yabucoa Muno,5200,32161
72007,Aguas Buenas Muno,5200,32161
18009,Blackford County,1301,26973
13105,Elbert County,1001,26966
18005,Bartholomew County,1301,26973
18007,Benton County,1302,26974
18001,Adams County,1301,26973
18003,Allen County,1301,26973
28021,Claiborne County,2302,26995
20207,Woodson County,1502,26978
40103,Noble County,3501,32124
28025,Clay County,2301,26994
20203,Wichita County,1502,26978
28029,Copiah County,2302,26995
39103,Medina County,3401,32122
20209,Wyandotte County,1501,26977
48111,Dallam County,4201,32137
13101,Echols County,1001,26966
37107,Lenoir County,3200,32119
37105,Lee County,3200,32119
29049,Clinton County,2403,26998
72025,Caguas Muno,5200,32161
29045,Clark County,2401,26996
29047,Clay County,2403,26998
72049,Culebra Muno,5200,32161
29041,Chariton County,2402,26997
29510,St. Louis city,2401,26996
29043,Christian County,2402,26997
29143,New Madrid County,2401,26996
27061,Itasca County,2201,26991
27063,Jackson County,2203,26993
27065,Kanabec County,2202,26992
27067,Kandiyohi County,2203,26993
37111,McDowell County,3200,32119
34037,Sussex County,2900,32111
35039,Rio Arriba County,3002,32113
34035,Somerset County,2900,32111
34033,Salem County,2900,32111
13123,Gilmer County,1002,26967
34031,Passaic County,2900,32111
31067,Gage County,2600,32104
35031,McKinley County,3003,32114
31065,Furnas County,2600,32104
35033,Mora County,3001,32112
31063,Frontier County,2600,32104
35035,Otero County,3002,32113
31061,Franklin County,2600,32104
35037,Quay County,3001,32112
51021,Bland County,4502,32147
02090,Fairbanks North Star Borough,5003,26933
55099,Price County,4801,32152
06089,Shasta County,0401,26941
39141,Ross County,3402,32123
06087,Santa Cruz County,0403,26943
55095,Polk County,4802,32153
19193,Woodbury County,1401,26975
55097,Portage County,4802,32153
06083,Santa Barbara County,0405,26945
55091,Pepin County,4802,32153
06081,San Mateo County,0403,26943
55093,Pierce County,4802,32153
31085,Hayes County,2600,32104
31087,Hitchcock County,2600,32104
55017,Chippewa County,4802,32153
31081,Hamilton County,2600,32104
31083,Harlan County,2600,32104
46037,Day County,4001,32134
47153,Sequatchie County,4100,32136
47151,Scott County,4100,32136
31089,Holt County,2600,32104
47157,Shelby County,4100,32136
47155,Sevier County,4100,32136
18175,Washington County,1301,26973
48045,Briscoe County,4201,32137
26161,Washtenaw County,2113,26990
51027,Buchanan County,4502,32147
19049,Dallas County,1402,26976
39099,Mahoning County,3401,32122
19047,Crawford County,1401,26975
39097,Madison County,3402,32123
19045,Clinton County,1402,26976
39095,Lucas County,3401,32122
19043,Clayton County,1401,26975
39093,Lorain County,3401,32122
19041,Clay County,1401,26975
39091,Logan County,3401,32122
28159,Winston County,2301,26994
19119,Lyon County,1401,26975
54069,Ohio County,4701,32150
27007,Beltrami County,2201,26991
28151,Washington County,2302,26995
42127,Wayne County,3701,32128
28153,Wayne County,2301,26994
49027,Millard County,4302,32143
28155,Webster County,2301,26994
28157,Wilkinson County,2302,26995
38021,Dickey County,3302,32121
29181,Ripley County,2401,26996
38023,Divide County,3301,32120
17025,Clay County,1201,26971
55019,Clark County,4802,32153
29189,St. Louis County,2401,26996
16031,Cassia County,1102,26969
17023,Clark County,1201,26971
39147,Seneca County,3401,32122
19137,Montgomery County,1402,26976
40085,Love County,3502,32125
54067,Nicholas County,4702,32151
27087,Mahnomen County,2201,26991
27085,McLeod County,2203,26993
27083,Lyon County,2203,26993
27081,Lincoln County,2203,26993
51730,Petersburg city,4502,32147
51735,Poquoson city,4502,32147
05127,Scott County,0301,26951
27089,Marshall County,2201,26991
21031,Butler County,1602,26980
21033,Caldwell County,1602,26980
21035,Calloway County,1602,26980
21037,Campbell County,1601,2205
21039,Carlisle County,1602,26980
48377,Presidio County,4204,32140
29063,DeKalb County,2403,26998
22045,Iberia Parish,1702,26982
39111,Monroe County,3402,32123
22047,Iberville Parish,1702,26982
22041,Franklin Parish,1701,26981
17029,Coles County,1201,26971
22043,Grant Parish,1701,26981
13005,Bacon County,1001,26966
25027,Worcester County,2001,26986
16059,Lemhi County,1102,26969
25025,Suffolk County,2001,26986
22049,Jackson Parish,1701,26981
25023,Plymouth County,2001,26986
25021,Norfolk County,2001,26986
06065,Riverside County,0406,26946
06067,Sacramento County,0402,26942
06061,Placer County,0402,26942
06063,Plumas County,0401,26941
06069,San Benito County,0404,26944
26011,Arenac County,2112,26989
56015,Goshen County,4901,32155
17101,Lawrence County,1201,26971
56017,Hot Springs County,4903,32157
17103,Lee County,1202,26972
56011,Crook County,4901,32155
17105,Livingston County,1201,26971
56013,Fremont County,4903,32157
17107,Logan County,1202,26972
53063,Spokane County,4601,32148
05047,Franklin County,0301,26951
53061,Snohomish County,4601,32148
05045,Faulkner County,0301,26951
56019,Johnson County,4902,32156
05043,Drew County,0302,26952
53065,Stevens County,4601,32148
05041,Desha County,0302,26952
36089,St. Lawrence County,3101,32115
21149,McLean County,1602,26980
05083,Logan County,0301,26951
21145,McCracken County,1602,26980
36081,Queens County,3104,32118
21147,McCreary County,1602,26980
19133,Monona County,1401,26975
21141,Logan County,1602,26980
36085,Richmond County,3104,32118
21143,Lyon County,1602,26980
36087,Rockland County,3101,32115
26149,St. Joseph County,2113,26990
17147,Piatt County,1201,26971
40075,Kiowa County,3502,32125
17141,Ogle County,1202,26972
49011,Davis County,4301,32142
42091,Montgomery County,3702,32129
26111,Midland County,2113,26990
42093,Montour County,3701,32128
26117,Montcalm County,2113,26990
42095,Northampton County,3702,32129
26115,Monroe County,2113,26990
42097,Northumberland County,3701,32128
49019,Grand County,4302,32143
42099,Perry County,3702,32129
26119,Montmorency County,2112,26989
17143,Peoria County,1202,26972
08101,Pueblo County,0503,26955
20143,Ottawa County,1501,26977
20141,Osborne County,1501,26977
20147,Phillips County,1501,26977
20145,Pawnee County,1502,26978
20149,Pottawatomie County,1501,26977
17079,Jasper County,1201,26971
20137,Norton County,1501,26977
17075,Iroquois County,1201,26971
17077,Jackson County,1202,26972
17071,Henderson County,1202,26972
17073,Henry County,1202,26972
29145,Newton County,2403,26998
40079,Le Flore County,3502,32125
48413,Schleicher County,4203,32139
53069,Wahkiakum County,4602,32149
41019,Douglas County,3602,32127
45029,Colleton County,3900,32133
41011,Coos County,3602,32127
45025,Chesterfield County,3900,32133
41013,Crook County,3602,32127
45027,Clarendon County,3900,32133
41015,Curry County,3602,32127
45021,Cherokee County,3900,32133
41017,Deschutes County,3602,32127
45023,Chester County,3900,32133
24047,Worcester County,1900,26985
29213,Taney County,2402,26997
24043,Washington County,1900,26985
48299,Llano County,4203,32139
24041,Talbot County,1900,26985
29219,Warren County,2401,26996
48295,Lipscomb County,4201,32137
48297,Live Oak County,4204,32140
48291,Liberty County,4203,32139
48293,Limestone County,4203,32139
51045,Craig County,4502,32147
53013,Columbia County,4602,32149
36067,Onondaga County,3102,32116
37049,Craven County,3200,32119
13169,Jones County,1002,26967
36063,Niagara County,3103,32117
36061,New York County,3104,32118
37043,Clay County,3200,32119
13163,Jefferson County,1001,26966
37041,Chowan County,3200,32119
13161,Jeff Davis County,1001,26966
37047,Columbus County,3200,32119
72147,Vieques Muno,5200,32161
37045,Cleveland County,3200,32119
36069,Ontario County,3102,32116
09015,Windham County,0600,26956
54041,Lewis County,4702,32151
04025,Yavapai County,0202,26949
54043,Lincoln County,4702,32151
04023,Santa Cruz County,0202,26949
54045,Logan County,4702,32151
09013,Tolland County,0600,26956
08019,Clear Creek County,0502,26954
54049,Marion County,4701,32150
08014,Broomfield County,0501,26953
08015,Chaffee County,0502,26954
08013,Boulder County,0501,26953
08011,Bent County,0503,26955
38043,Kidder County,3302,32121
38041,Hettinger County,3302,32121
38047,Logan County,3302,32121
38045,LaMoure County,3302,32121
38049,McHenry County,3301,32120
40013,Bryan County,3502,32125
40011,Blaine County,3501,32124
13013,Barrow County,1002,26967
30109,Wibaux County,2500,32100
29069,Dunklin County,0301,26951
30107,Wheatland County,2500,32100
30105,Valley County,2500,32100
40019,Carter County,3502,32125
30103,Treasure County,2500,32100
30101,Toole County,2500,32100
13019,Berrien County,1002,26967
13135,Gwinnett County,1002,26967
18079,Jennings County,1301,26973
18071,Jackson County,1301,26973
18073,Jasper County,1302,26974
18075,Jay County,1301,26973
46107,Potter County,4001,32134
18077,Jefferson County,1301,26973
28033,DeSoto County,2302,26995
54095,Tyler County,4701,32150
28031,Covington County,2301,26994
28037,Franklin County,2302,26995
28035,Forrest County,2301,26994
28039,George County,2301,26994
29039,Cedar County,2403,26998
37131,Northampton County,3200,32119
37137,Pamlico County,3200,32119
72019,Barranquitas Muno,5200,32161
18167,Vigo County,1302,26974
29033,Carroll County,2402,26997
29035,Carter County,2401,26996
29037,Cass County,2403,26998
47099,Lawrence County,4100,32136
48473,Waller County,4204,32140
28055,Issaquena County,2302,26995
47093,Knox County,4100,32136
47091,Johnson County,4100,32136
47097,Lauderdale County,4100,32136
47095,Lake County,4100,32136
18105,Monroe County,1302,26974
16037,Custer County,1102,26969
18107,Montgomery County,1302,26974
18101,Martin County,1302,26974
18103,Miami County,1301,26973
39035,Cuyahoga County,3401,32122
18109,Morgan County,1302,26974
16035,Clearwater County,1103,26970
51071,Giles County,4502,32147
27131,Rice County,2203,26993
19021,Buena Vista County,1401,26975
39031,Coshocton County,3401,32122
30077,Powell County,2500,32100
34021,Mercer County,2900,32111
29147,Nodaway County,2403,26998
34023,Middlesex County,2900,32111
29141,Morgan County,2402,26997
34025,Monmouth County,2900,32111
30071,Phillips County,2500,32100
34027,Morris County,2900,32111
34029,Ocean County,2900,32111
31073,Gosper County,2600,32104
29149,Oregon County,2401,26996
31075,Grant County,2600,32104
30079,Prairie County,2500,32100
31077,Greeley County,2600,32104
47167,Tipton County,4100,32136
06099,Stanislaus County,0403,26943
47165,Sumner County,4100,32136
19189,Winnebago County,1401,26975
47163,Sullivan County,4100,32136
47161,Stewart County,4100,32136
19183,Washington County,1402,26976
19181,Warren County,1402,26976
06095,Solano County,0402,26942
47169,Trousdale County,4100,32136
06097,Sonoma County,0402,26942
31097,Johnson County,2600,32104
31095,Jefferson County,2600,32104
31093,Howard County,2600,32104
31091,Hooker County,2600,32104
31099,Kearney County,2600,32104
19059,Dickinson County,1401,26975
49021,Iron County,4303,32144
19051,Davis County,1402,26976
19053,Decatur County,1402,26976
19055,Delaware County,1401,26975
19057,Des Moines County,1402,26976
31141,Platte County,2600,32104
28149,Warren County,2302,26995
51740,Portsmouth city,4502,32147
28143,Tunica County,2302,26995
28141,Tishomingo County,2301,26994
28147,Walthall County,2302,26995
28145,Union County,2301,26994
29055,Crawford County,2401,26996
48409,San Patricio County,4205,32141
29113,Lincoln County,2401,26996
22123,West Carroll Parish,1701,26981
22121,West Baton Rouge Parish,1702,26982
22127,Winn Parish,1701,26981
22125,West Feliciana Parish,1702,26982
72133,Santa Isabel Muno,5200,32161
19187,Webster County,1401,26975
29117,Livingston County,2402,26997
39135,Preble County,3402,32123
39137,Putnam County,3401,32122
19105,Jones County,1401,26975
39131,Pike County,3402,32123
39133,Portage County,3401,32122
51720,Norton city,4502,32147
29115,Linn County,2402,26997
39139,Richland County,3401,32122
42121,Venango County,3701,32128
21023,Bracken County,1601,2205
21021,Boyle County,1602,26980
21027,Breckinridge County,1602,26980
21025,Breathitt County,1602,26980
21029,Bullitt County,1601,2205
22057,Lafourche Parish,1702,26982
25019,Nantucket County,2002,26987
22055,Lafayette Parish,1702,26982
22053,Jefferson Davis Parish,1702,26982
22051,Jefferson Parish,1702,26982
25013,Hampden County,2001,26986
17039,De Witt County,1201,26971
25017,Middlesex County,2001,26986
25011,Franklin County,2001,26986
25015,Hampshire County,2001,26986
22059,La Salle Parish,1701,26981
06077,San Joaquin County,0403,26943
06075,San Francisco County,0403,26943
06073,San Diego County,0406,26946
06071,San Bernardino County,0405,26945
31145,Red Willow County,2600,32104
20109,Logan County,1501,26977
06079,San Luis Obispo County,0405,26945
48271,Kinney County,4204,32140
51650,Hampton city,4502,32147
56007,Carbon County,4902,32156
05079,Lincoln County,0302,26952
56005,Campbell County,4901,32155
56003,Big Horn County,4902,32156
56001,Albany County,4901,32155
05073,Lafayette County,0302,26952
40105,Nowata County,3501,32124
05071,Johnson County,0301,26951
05077,Lee County,0302,26952
53031,Jefferson County,4601,32148
05075,Lawrence County,0301,26951
56009,Converse County,4901,32155
48183,Gregg County,4202,32138
21159,Martin County,1602,26980
21157,Marshall County,1602,26980
21155,Marion County,1602,26980
21153,Magoffin County,1602,26980
21151,Madison County,1602,26980
06041,Marin County,0403,26943
48279,Lamb County,4202,32138
31147,Richardson County,2600,32104
46121,Todd County,4002,32135
20107,Linn County,1502,26978
49003,Box Elder County,4301,32142
49001,Beaver County,4303,32144
42069,Lackawanna County,3701,32128
26109,Menominee County,2111,26988
49005,Cache County,4301,32142
42065,Jefferson County,3701,32128
26105,Mason County,2112,26989
42067,Juniata County,3702,32129
26107,Mecosta County,2113,26990
42061,Huntingdon County,3702,32129
26101,Manistee County,2112,26989
42063,Indiana County,3702,32129
26103,Marquette County,2111,26988
48359,Oldham County,4201,32137
40107,Okfuskee County,3501,32124
20179,Sheridan County,1501,26977
20177,Shawnee County,1501,26977
53033,King County,4601,32148
20175,Seward County,1502,26978
20173,Sedgwick County,1502,26978
48353,Nolan County,4202,32138
17009,Brown County,1202,26972
17001,Adams County,1202,26972
44009,Washington County,3800,32130
17003,Alexander County,1202,26972
17005,Bond County,1202,26972
17007,Boone County,1201,26971
53075,Whitman County,4602,32149
53077,Yakima County,4602,32149
53071,Walla Walla County,4602,32149
40057,Harmon County,3502,32125
45059,Laurens County,3900,32133
08125,Yuma County,0501,26953
45051,Horry County,3900,32133
41003,Benton County,3601,32126
45053,Jasper County,3900,32133
40033,Cotton County,3502,32125
45055,Kershaw County,3900,32133
41007,Clatsop County,3601,32126
45057,Lancaster County,3900,32133
41005,Clackamas County,3601,32126
29203,Shannon County,2401,26996
29201,Scott County,2401,26996
29207,Stoddard County,2401,26996
29205,Shelby County,2402,26997
40051,Grady County,3502,32125
13157,Jackson County,1002,26967
37055,Dare County,3200,32119
20103,Leavenworth County,1501,26977
37057,Davidson County,3200,32119
01019,Cherokee County,0101,26929
37051,Cumberland County,3200,32119
13151,Henry County,1002,26967
37053,Currituck County,3200,32119
01015,Calhoun County,0101,26929
01017,Chambers County,0101,26929
01011,Bullock County,0101,26929
37059,Davie County,3200,32119
13159,Jasper County,1002,26967
42115,Susquehanna County,3701,32128
36051,Livingston County,3103,32117
36057,Montgomery County,3101,32115
36055,Monroe County,3103,32117
33003,Carroll County,2800,32110
17089,Kane County,1201,26971
36059,Nassau County,3104,32118
33007,Coos County,2800,32110
48191,Hall County,4201,32137
09007,Middlesex County,0600,26956
08029,Delta County,0502,26954
09005,Litchfield County,0600,26956
09003,Hartford County,0600,26956
09001,Fairfield County,0600,26956
08023,Costilla County,0503,26955
08021,Conejos County,0503,26955
08027,Custer County,0503,26955
08025,Crowley County,0503,26955
09009,New Haven County,0600,26956
48175,Goliad County,4204,32140
48177,Gonzales County,4204,32140
48171,Gillespie County,4203,32139
38079,Rolette County,3301,32120
38077,Richland County,3302,32121
38075,Renville County,3301,32120
38073,Ransom County,3302,32121
48407,San Jacinto County,4203,32139
38071,Ramsey County,3301,32120
20195,Trego County,1501,26977
20197,Wabaunsee County,1501,26977
20191,Sumner County,1502,26978
29211,Sullivan County,2402,26997
40025,Cimarron County,3501,32124
42107,Schuylkill County,3702,32129
20199,Wallace County,1501,26977
13023,Bleckley County,1002,26967
13021,Bibb County,1002,26967
13027,Brooks County,1002,26967
13025,Brantley County,1001,26966
01121,Talladega County,0101,26929
30111,Yellowstone County,2500,32100
01123,Tallapoosa County,0101,26929
01125,Tuscaloosa County,0102,26930
01127,Walker County,0102,26930
46023,Charles Mix County,4002,32135
35028,Los Alamos County,3002,32113
18069,Huntington County,1301,26973
18063,Hendricks County,1302,26974
18061,Harrison County,1301,26973
18067,Howard County,1301,26973
18065,Henry County,1301,26973
28009,Benton County,2301,26994
28007,Attala County,2301,26994
28005,Amite County,2302,26995
28003,Alcorn County,2301,26994
28001,Adams County,2302,26995
72009,Aibonito Muno,5200,32161
29029,Camden County,2402,26997
37129,New Hanover County,3200,32119
39007,Ashtabula County,3401,32122
29023,Butler County,2401,26996
37127,Nash County,3200,32119
29027,Callaway County,2402,26997
29025,Caldwell County,2403,26998
18117,Orange County,1302,26974
18115,Ohio County,1301,26973
18113,Noble County,1301,26973
18111,Newton County,1302,26974
30085,Roosevelt County,2500,32100
48081,Coke County,4203,32139
13127,Glynn County,1001,26966
24510,Baltimore city,1900,26985
38095,Towner County,3301,32120
29157,Perry County,2401,26996
38097,Traill County,3301,32120
29155,Pemiscot County,2401,26996
38091,Steele County,3301,32120
30065,Musselshell County,2500,32100
38093,Stutsman County,3302,32121
29151,Osage County,2402,26997
30069,Petroleum County,2500,32100
38099,Walsh County,3301,32120
29159,Pettis County,2402,26997
47171,Unicoi County,4100,32136
47173,Union County,4100,32136
47175,Van Buren County,4100,32136
37115,Madison County,3200,32119
47179,Washington County,4100,32136
13121,Fulton County,1002,26967
29217,Vernon County,2403,26998
47085,Humphreys County,4100,32136
47087,Jackson County,4100,32136
47081,Hickman County,4100,32136
47083,Houston County,4100,32136
47089,Jefferson County,4100,32136
55141,Wood County,4802,32153
22117,Washington Parish,1702,26982
22115,Vernon Parish,1701,26981
37117,Martin County,3200,32119
19087,Henry County,1402,26976
19085,Harrison County,1402,26976
19115,Louisa County,1402,26976
16055,Kootenai County,1103,26970
16057,Latah County,1103,26970
16051,Jefferson County,1101,26968
16053,Jerome County,1102,26969
13015,Bartow County,1002,26967
05061,Howard County,0302,26952
51710,Norfolk city,4502,32147
02164,Lake and Peninsula Borough,5006,26936
18047,Franklin County,1301,26973
27027,Clay County,2202,26992
48199,Hardin County,4203,32139
51087,Henrico County,4502,32147
39127,Perry County,3402,32123
51085,Hanover County,4502,32147
39125,Paulding County,3401,32122
51083,Halifax County,4502,32147
39123,Ottawa County,3401,32122
51081,Greensville County,4502,32147
39121,Noble County,3402,32123
31155,Saunders County,2600,32104
39129,Pickaway County,3402,32123
25005,Bristol County,2001,26986
25007,Dukes County,2002,26987
25001,Barnstable County,2001,26986
21019,Boyd County,1601,2205
25003,Berkshire County,2001,26986
21017,Bourbon County,1601,2205
21015,Boone County,1601,2205
21013,Bell County,1602,26980
25009,Essex County,2001,26986
21011,Bath County,1601,2205
22063,Livingston Parish,1702,26982
22061,Lincoln Parish,1701,26981
22067,Morehouse Parish,1701,26981
22065,Madison Parish,1701,26981
51001,Accomack County,4502,32147
22069,Natchitoches Parish,1701,26981
46111,Sanborn County,4002,32135
46113,Shannon County,4002,32135
49009,Daggett County,4301,32142
46115,Spink County,4001,32134
06045,Mendocino County,0402,26942
48389,Reeves County,4203,32139
46119,Sully County,4001,32134
48197,Hardeman County,4202,32138
06049,Modoc County,0401,26941
41009,Columbia County,3601,32126
31153,Sarpy County,2600,32104
37113,Macon County,3200,32119
56033,Sheridan County,4902,32156
56031,Platte County,4901,32155
56037,Sweetwater County,4903,32157
56035,Sublette County,4904,32158
56039,Teton County,4904,32158
72001,Adjuntas Muno,5200,32161
21169,Metcalfe County,1602,26980
32031,Washoe County,2703,32109
32033,White Pine County,2701,32107
21163,Meade County,1602,26980
21161,Mason County,1601,2205
21167,Mercer County,1602,26980
21165,Menifee County,1601,2205
48195,Hansford County,4201,32137
19179,Wapello County,1402,26976
48355,Nueces County,4205,32141
46029,Codington County,4001,32134
49039,Sanpete County,4302,32143
42079,Luzerne County,3701,32128
49037,San Juan County,4303,32144
42077,Lehigh County,3702,32129
49035,Salt Lake County,4302,32143
42075,Lebanon County,3702,32129
49033,Rich County,4301,32142
42073,Lawrence County,3702,32129
49031,Piute County,4303,32144
42071,Lancaster County,3702,32129
48237,Jack County,4202,32138
20169,Saline County,1501,26977
48349,Navarro County,4202,32138
48347,Nacogdoches County,4203,32139
20163,Rooks County,1501,26977
20165,Rush County,1502,26978
20167,Russell County,1501,26977
19173,Taylor County,1402,26976
