COUNTYFIPS,NAME,STATEPLANEFIPS,EPSG
48219,Hockley County,4202,32138
13253,Seminole County,1002,26967
48079,Cochran County,4202,32138
48075,Childress County,4201,32137
48077,Clay County,4202,32138
48071,Chambers County,4204,32140
48073,Cherokee County,4203,32139
24025,Harford County,1900,26985
53001,Adams County,4602,32149
24027,Howard County,1900,26985
24021,Frederick County,1900,26985
20059,Franklin County,1502,26978
24023,Garrett County,1900,26985
20055,Finney County,1502,26978
20057,Ford County,1502,26978
24029,Kent County,1900,26985
20051,Ellis County,1501,26977
20053,Ellsworth County,1501,26977
40145,Wagoner County,3501,32124
01085,Lowndes County,0102,26930
01083,Limestone County,0102,26930
01081,Lee County,0101,26929
26001,Alcona County,2112,26989
40149,Washita County,3502,32125
01089,Madison County,0101,26929
72079,Lajas Muno,5200,32161
17087,Johnson County,1201,26971
72075,Juana Díaz Muno,5200,32161
72077,Juncos Muno,5200,32161
72071,Isabela Muno,5200,32161
18183,Whitley County,1301,26973
54027,Hampshire County,4701,32150
54025,Greenbrier County,4702,32151
54023,Grant County,4701,32150
54021,Gilmer County,4702,32151
30063,Missoula County,2500,32100
54029,Hancock County,4701,32150
30015,Chouteau County,2500,32100
30017,Custer County,2500,32100
30011,Carter County,2500,32100
30013,Cascade County,2500,32100
31019,Buffalo County,2600,32104
31017,Brown County,2600,32104
35061,Valencia County,3002,32113
31015,Boyd County,2600,32104
30019,Daniels County,2500,32100
31013,Box Butte County,2600,32104
31011,Boone County,2600,32104
15007,Kauai County,5104,26964
15005,Kalawao County,5102,26962
45049,Hampton County,3900,32133
15003,Honolulu County,5103,26963
15001,Hawaii County,5101,26961
15009,Maui County,5102,26962
51069,Frederick County,4501,32146
27129,Renville County,2203,26993
45091,York County,3900,32133
23011,Kennebec County,1802,26984
28091,Marion County,2302,26995
23013,Knox County,1801,26983
28093,Marshall County,2301,26994
23015,Lincoln County,1802,26984
28095,Monroe County,2301,26994
23017,Oxford County,1802,26984
28097,Montgomery County,2302,26995
23019,Penobscot County,1801,26983
28099,Neshoba County,2301,26994
31169,Thayer County,2600,32104
47079,Henry County,4100,32136
30067,Park County,2500,32100
49025,Kane County,4303,32144
47071,Hardin County,4100,32136
47073,Hawkins County,4100,32136
47075,Haywood County,4100,32136
27123,Ramsey County,2203,26993
47077,Henderson County,4100,32136
55061,Kewaunee County,4802,32153
19103,Johnson County,1402,26976
55063,La Crosse County,4803,32154
19101,Jefferson County,1402,26976
55065,Lafayette County,4803,32154
19107,Keokuk County,1402,26976
55067,Langlade County,4802,32153
51035,Carroll County,4502,32147
55069,Lincoln County,4802,32153
27031,Cook County,2201,26991
19109,Kossuth County,1401,26975
27037,Dakota County,2203,26993
27035,Crow Wing County,2202,26992
01129,Washington County,0102,26930
47105,Loudon County,4100,32136
47107,McMinn County,4100,32136
47101,Lewis County,4100,32136
47103,Lincoln County,4100,32136
47109,McNairy County,4100,32136
27107,Norman County,2201,26991
27105,Nobles County,2203,26993
27103,Nicollet County,2203,26993
27101,Murray County,2203,26993
29067,Douglas County,2402,26997
27109,Olmsted County,2203,26993
39049,Franklin County,3402,32123
16029,Caribou County,1101,26968
72047,Corozal Muno,5200,32161
19039,Clarke County,1402,26976
39041,Delaware County,3401,32122
16021,Boundary County,1103,26970
39043,Erie County,3401,32122
19035,Cherokee County,1401,26975
39045,Fairfield County,3402,32123
19033,Cerro Gordo County,1401,26975
39047,Fayette County,3402,32123
19031,Cedar County,1402,26976
51810,Virginia Beach city,4502,32147
36119,Westchester County,3101,32115
13141,Hancock County,1001,26966
72043,Coamo Muno,5200,32161
12043,Glades County,0901,26958
12041,Gilchrist County,0903,26960
12047,Hamilton County,0903,26960
12045,Gulf County,0903,26960
12049,Hardee County,0902,26959
72125,San Germán Muno,5200,32161
13145,Harris County,1002,26967
46059,Hand County,4001,32134
46051,Grant County,4001,32134
46053,Gregory County,4002,32135
46055,Haakon County,4002,32135
46057,Hamlin County,4001,32134
51149,Prince George County,4502,32147
72121,Sabana Grande Muno,5200,32161
13149,Heard County,1002,26967
51143,Pittsylvania County,4502,32147
51141,Patrick County,4502,32147
51147,Prince Edward County,4502,32147
56021,Laramie County,4901,32155
51145,Powhatan County,4502,32147
51061,Fauquier County,4501,32146
21083,Graves County,1602,26980
02270,Wade Hampton CA,5007,26937
21085,Grayson County,1602,26980
21087,Green County,1602,26980
21089,Greenup County,1601,2205
26071,Iron County,2111,26988
48459,Upshur County,4202,32138
26073,Isabella County,2113,26990
26075,Jackson County,2113,26990
26077,Kalamazoo County,2113,26990
26079,Kalkaska County,2112,26989
47047,Fayette County,4100,32136
42103,Pike County,3701,32128
05099,Nevada County,0302,26952
48269,King County,4202,32138
17151,Pope County,1201,26971
17157,Randolph County,1202,26972
17155,Putnam County,1202,26972
48181,Grayson County,4202,32138
05091,Miller County,0302,26952
05093,Mississippi County,0301,26951
05095,Monroe County,0302,26952
05097,Montgomery County,0302,26952
36047,Kings County,3104,32118
13319,Wilkinson County,1001,26966
13315,Wilcox County,1002,26967
13317,Wilkes County,1001,26966
13311,White County,1002,26967
13313,Whitfield County,1002,26967
36041,Hamilton County,3101,32115
17081,Jefferson County,1201,26971
17083,Jersey County,1202,26972
17085,Jo Daviess County,1202,26972
05149,Yell County,0301,26951
05147,Woodruff County,0301,26951
05145,White County,0301,26951
42109,Snyder County,3702,32129
05143,Washington County,0301,26951
05141,Van Buren County,0301,26951
48469,Victoria County,4204,32140
48467,Van Zandt County,4202,32138
48465,Val Verde County,4204,32140
45063,Lexington County,3900,32133
48463,Uvalde County,4204,32140
48461,Upton County,4203,32139
20119,Meade County,1502,26978
20115,Marion County,1502,26978
20117,Marshall County,1501,26977
20111,Lyon County,1502,26978
20113,McPherson County,1502,26978
36123,Yates County,3102,32116
36121,Wyoming County,3103,32117
13229,Pierce County,1001,26966
48263,Kent County,4202,32138
48265,Kerr County,4204,32140
48267,Kimble County,4203,32139
13221,Oglethorpe County,1001,26966
13223,Paulding County,1002,26967
13225,Peach County,1002,26967
13227,Pickens County,1002,26967
40049,Garvin County,3502,32125
50001,Addison County,4400,32145
40045,Ellis County,3501,32124
40047,Garfield County,3501,32124
40041,Delaware County,3501,32124
40043,Dewey County,3501,32124
48009,Archer County,4202,32138
48001,Anderson County,4203,32139
48003,Andrews County,4202,32138
48005,Angelina County,4203,32139
48007,Aransas County,4204,32140
20029,Cloud County,1501,26977
24037,St. Mary's County,1900,26985
24035,Queen Anne's County,1900,26985
24033,Prince George's County,1900,26985
24031,Montgomery County,1900,26985
20021,Cherokee County,1502,26978
20023,Cheyenne County,1501,26977
20025,Clark County,1502,26978
20027,Clay County,1501,26977
24039,Somerset County,1900,26985
40131,Rogers County,3501,32124
13137,Habersham County,1002,26967
40135,Sequoyah County,3501,32124
40137,Stephens County,3502,32125
50009,Essex County,4400,32145
40139,Texas County,3501,32124
13139,Hall County,1002,26967
51570,Colonial Heights city,4502,32147
72069,Humacao Muno,5200,32161
72067,Hormigueros Muno,5200,32161
72065,Hatillo Muno,5200,32161
72063,Gurabo Muno,5200,32161
72061,Guaynabo Muno,5200,32161
54013,Calhoun County,4702,32151
54011,Cabell County,4702,32151
54017,Doddridge County,4701,32150
54015,Clay County,4702,32151
54019,Fayette County,4702,32151
48485,Wichita County,4202,32138
48487,Wilbarger County,4202,32138
38019,Cavalier County,3301,32120
48483,Wheeler County,4201,32137
38015,Burleigh County,3302,32121
30075,Powder River County,2500,32100
38017,Cass County,3302,32121
05049,Fulton County,0301,26951
48489,Willacy County,4205,32141
38013,Burke County,3301,32120
17109,McDonough County,1202,26972
48169,Garza County,4202,32138
30007,Broadwater County,2500,32100
31029,Chase County,2600,32104
30005,Blaine County,2500,32100
30003,Big Horn County,2500,32100
30001,Beaverhead County,2500,32100
31023,Butler County,2600,32104
53067,Thurston County,4602,32149
31021,Burt County,2600,32104
31027,Cedar County,2600,32104
31025,Cass County,2600,32104
30009,Carbon County,2500,32100
30073,Pondera County,2500,32100
20033,Comanche County,1502,26978
23003,Aroostook County,1801,26983
23001,Androscoggin County,1802,26984
28069,Kemper County,2301,26994
23007,Franklin County,1802,26984
31159,Seward County,2600,32104
23005,Cumberland County,1802,26984
28065,Jefferson Davis County,2302,26995
28067,Jones County,2301,26994
23009,Hancock County,1801,26983
28061,Jasper County,2301,26994
31151,Saline County,2600,32104
41033,Josephine County,3602,32127
27025,Chisago County,2202,26992
47069,Hardeman County,4100,32136
27021,Cass County,2202,26992
27023,Chippewa County,2203,26993
29153,Ozark County,2402,26997
47063,Hamblen County,4100,32136
47061,Grundy County,4100,32136
47067,Hancock County,4100,32136
47065,Hamilton County,4100,32136
55073,Marathon County,4802,32153
55071,Manitowoc County,4803,32154
55077,Marquette County,4803,32154
19139,Muscatine County,1402,26976
55075,Marinette County,4802,32153
51007,Amelia County,4502,32147
19135,Monroe County,1402,26976
55079,Milwaukee County,4803,32154
51003,Albemarle County,4502,32147
40133,Seminole County,3502,32125
19131,Mitchell County,1401,26975
13131,Grady County,1002,26967
50021,Rutland County,4400,32145
50027,Windsor County,4400,32145
50025,Windham County,4400,32145
13133,Greene County,1001,26966
02050,Bethel CA,5006,26936
47117,Marshall County,4100,32136
47115,Marion County,4100,32136
47113,Madison County,4100,32136
47111,Macon County,4100,32136
47119,Maury County,4100,32136
27111,Otter Tail County,2202,26992
27113,Pennington County,2201,26991
27115,Pine County,2202,26992
27117,Pipestone County,2203,26993
27119,Polk County,2201,26991
13167,Johnson County,1001,26966
40035,Craig County,3501,32124
28115,Pontotoc County,2301,26994
28117,Prentiss County,2301,26994
39059,Guernsey County,3402,32123
28111,Perry County,2301,26994
28113,Pike County,2302,26995
19003,Adams County,1402,26976
39053,Gallia County,3402,32123
19001,Adair County,1402,26976
39051,Fulton County,3401,32122
28119,Quitman County,2302,26995
39057,Greene County,3402,32123
19005,Allamakee County,1401,26975
39055,Geauga County,3401,32122
06109,Tuolumne County,0403,26943
12079,Madison County,0903,26960
12077,Liberty County,0903,26960
12075,Levy County,0902,26959
12073,Leon County,0903,26960
12071,Lee County,0902,26959
51177,Spotsylvania County,4501,32146
26113,Missaukee County,2112,26989
51175,Southampton County,4502,32147
51173,Smyth County,4502,32147
51171,Shenandoah County,4501,32146
49013,Duchesne County,4302,32143
51179,Stafford County,4501,32146
27135,Roseau County,2201,26991
49015,Emery County,4302,32143
46083,Lincoln County,4002,32135
46081,Lawrence County,4001,32134
46087,McCook County,4002,32135
49017,Garfield County,4303,32144
46085,Lyman County,4002,32135
29021,Buchanan County,2403,26998
49055,Wayne County,4303,32144
20135,Ness County,1502,26978
49057,Weber County,4301,32142
49051,Wasatch County,4302,32143
49053,Washington County,4303,32144
45077,Pickens County,3900,32133
21079,Garrard County,1602,26980
21075,Fulton County,1602,26980
21077,Gallatin County,1601,2205
21071,Floyd County,1602,26980
21073,Franklin County,1601,2205
26089,Leelanau County,2112,26989
26085,Lake County,2112,26989
26087,Lapeer County,2113,26990
26081,Kent County,2113,26990
21219,Todd County,1602,26980
05089,Marion County,0301,26951
17149,Pike County,1202,26972
21211,Shelby County,1601,2205
17145,Perry County,1202,26972
21213,Simpson County,1602,26980
05081,Little River County,0302,26952
21215,Spencer County,1601,2205
05087,Madison County,0301,26951
21217,Taylor County,1602,26980
05085,Lonoke County,0302,26952
21189,Owsley County,1602,26980
13309,Wheeler County,1001,26966
21181,Nicholas County,1601,2205
13307,Webster County,1002,26967
21183,Ohio County,1602,26980
13305,Wayne County,1001,26966
21185,Oldham County,1601,2205
13303,Washington County,1001,26966
21187,Owen County,1601,2205
13301,Warren County,1001,26966
12095,Orange County,0901,26958
17093,Kendall County,1201,26971
12097,Osceola County,0901,26958
17091,Kankakee County,1201,26971
12091,Okaloosa County,0903,26960
17097,Lake County,1201,26971
12093,Okeechobee County,0901,26958
17095,Knox County,1202,26972
17099,LaSalle County,1201,26971
12099,Palm Beach County,0901,26958
48479,Webb County,4205,32141
36111,Ulster County,3101,32115
48471,Walker County,4203,32139
51079,Greene County,4501,32146
48475,Ward County,4203,32139
48477,Washington County,4203,32139
12127,Volusia County,0901,26958
51077,Grayson County,4502,32147
48481,Wharton County,4204,32140
20105,Lincoln County,1501,26977
55027,Dodge County,4803,32154
20101,Lane County,1502,26978
19145,Page County,1402,26976
06085,Santa Clara County,0403,26943
13033,Burke County,1001,26966
55021,Columbia County,4803,32154
19143,Osceola County,1401,26975
48273,Kleberg County,4205,32141
13239,Quitman County,1002,26967
48277,Lamar County,4202,32138
48275,Knox County,4202,32138
13233,Polk County,1002,26967
13231,Pike County,1002,26967
13237,Putnam County,1002,26967
13235,Pulaski County,1002,26967
41055,Sherman County,3601,32126
41057,Tillamook County,3601,32126
41051,Multnomah County,3601,32126
17173,Shelby County,1201,26971
41053,Polk County,3601,32126
40059,Harper County,3501,32124
44005,Newport County,3800,32130
38011,Bowman County,3302,32121
44007,Providence County,3800,32130
40055,Greer County,3502,32125
41059,Umatilla County,3601,32126
40053,Grant County,3501,32124
44003,Kent County,3800,32130
08121,Washington County,0501,26953
48019,Bandera County,4204,32140
29099,Jefferson County,2401,26996
29097,Jasper County,2403,26998
48013,Atascosa County,4204,32140
29095,Jackson County,2403,26998
48011,Armstrong County,4201,32137
29093,Iron County,2401,26996
48017,Bailey County,4202,32138
29091,Howell County,2402,26997
48015,Austin County,4204,32140
24003,Anne Arundel County,1900,26985
24001,Allegany County,1900,26985
20039,Decatur County,1501,26977
24005,Baltimore County,1900,26985
01073,Jefferson County,0102,26930
24009,Calvert County,1900,26985
20031,Coffey County,1502,26978
20037,Crawford County,1502,26978
20035,Cowley County,1502,26978
37087,Haywood County,3200,32119
40123,Pontotoc County,3502,32125
37085,Harnett County,3200,32119
13125,Glascock County,1001,26966
37083,Halifax County,3200,32119
40127,Pushmataha County,3502,32125
37081,Guilford County,3200,32119
40125,Pottawatomie County,3502,32125
40129,Roger Mills County,3501,32124
37089,Henderson County,3200,32119
13129,Gordon County,1002,26967
72059,Guayanilla Muno,5200,32161
13047,Catoosa County,1002,26967
72053,Fajardo Muno,5200,32161
72051,Dorado Muno,5200,32161
72057,Guayama Muno,5200,32161
72055,Guánica Muno,5200,32161
72054,Florida Muno,5200,32161
54009,Brooke County,4701,32150
54005,Boone County,4702,32151
54007,Braxton County,4702,32151
54001,Barbour County,4701,32150
54003,Berkeley County,4701,32150
48497,Wise County,4202,32138
48495,Winkler County,4203,32139
48493,Wilson County,4204,32140
38009,Bottineau County,3301,32120
38007,Billings County,3302,32121
48167,Galveston County,4204,32140
38005,Benson County,3301,32120
38003,Barnes County,3302,32121
48499,Wood County,4202,32138
30033,Garfield County,2500,32100
30031,Gallatin County,2500,32100
30037,Golden Valley County,2500,32100
30035,Glacier County,2500,32100
30039,Granite County,2500,32100
18035,Delaware County,1301,26973
18037,Dubois County,1302,26974
18031,Decatur County,1301,26973
18033,DeKalb County,1301,26973
18039,Elkhart County,1301,26973
01133,Winston County,0102,26930
29075,Gentry County,2403,26998
31149,Rock County,2600,32104
29077,Greene County,2402,26997
29071,Franklin County,2401,26996
29073,Gasconade County,2401,26996
28079,Leake County,2301,26994
28077,Lawrence County,2302,26995
28075,Lauderdale County,2301,26994
29079,Grundy County,2402,26997
36023,Cortland County,3102,32116
23031,York County,1802,26984
28071,Lafayette County,2301,26994
47057,Grainger County,4100,32136
47055,Giles County,4100,32136
02195,Petersburg CA,5001,26931
47051,Franklin County,4100,32136
02198,Prince of Wales-Hyder CA,5001,26931
47059,Greene County,4100,32136
27051,Grant County,2202,26992
27053,Hennepin County,2203,26993
27055,Houston County,2203,26993
27057,Hubbard County,2202,26992
48059,Callahan County,4202,32138
50017,Orange County,4400,32145
19129,Mills County,1402,26976
50015,Lamoille County,4400,32145
50013,Grand Isle County,4400,32145
50011,Franklin County,4400,32145
55047,Green Lake County,4803,32154
19121,Madison County,1402,26976
55045,Green County,4803,32154
51013,Arlington County,4501,32146
55043,Grant County,4803,32154
19125,Marion County,1402,26976
51540,Charlottesville city,4502,32147
19127,Marshall County,1401,26975
35001,Bernalillo County,3002,32113
31035,Clay County,2600,32104
35003,Catron County,3003,32114
31037,Colfax County,2600,32104
35005,Chaves County,3001,32112
31031,Cherry County,2600,32104
35007,Colfax County,3001,32112
31033,Cheyenne County,2600,32104
35009,Curry County,3001,32112
31039,Cuming County,2600,32104
48117,Deaf Smith County,4201,32137
46123,Tripp County,4002,32135
48443,Terrell County,4204,32140
06037,Los Angeles County,0405,26945
47123,Monroe County,4100,32136
47121,Meigs County,4100,32136
47127,Moore County,4100,32136
47125,Montgomery County,4100,32136
48113,Dallas County,4202,32138
47129,Morgan County,4100,32136
06035,Lassen County,0401,26941
72145,Vega Baja Muno,5200,32161
39067,Harrison County,3401,32122
27143,Sibley County,2203,26993
39065,Hardin County,3401,32122
19017,Bremer County,1401,26975
39063,Hancock County,3401,32122
19011,Benton County,1401,26975
39061,Hamilton County,3402,32123
19013,Black Hawk County,1401,26975
19019,Buchanan County,1401,26975
39069,Henry County,3401,32122
48449,Titus County,4202,32138
28105,Oktibbeha County,2301,26994
28103,Noxubee County,2301,26994
28101,Newton County,2301,26994
39001,Adams County,3402,32123
28109,Pearl River County,2301,26994
27145,Stearns County,2202,26992
12069,Lake County,0901,26958
29085,Hickory County,2402,26997
12061,Indian River County,0901,26958
12063,Jackson County,0903,26960
12065,Jefferson County,0903,26960
12067,Lafayette County,0903,26960
51161,Roanoke County,4502,32147
51163,Rockbridge County,4502,32147
51165,Rockingham County,4501,32146
51167,Russell County,4502,32147
51169,Scott County,4502,32147
24045,Wicomico County,1900,26985
36025,Delaware County,3101,32115
51760,Richmond city,4502,32147
29215,Texas County,2402,26997
46099,Minnehaha County,4002,32135
49049,Utah County,4302,32143
46095,Mellette County,4002,32135
46097,Miner County,4002,32135
49043,Summit County,4301,32142
46093,Meade County,4001,32134
21069,Fleming County,1601,2205
21067,Fayette County,1601,2205
21065,Estill County,1602,26980
21063,Elliott County,1601,2205
21061,Edmonson County,1602,26980
29163,Pike County,2401,26996
26099,Macomb County,2113,26990
26097,Mackinac County,2111,26988
26095,Luce County,2111,26988
26093,Livingston County,2113,26990
26091,Lenawee County,2113,26990
29167,Polk County,2402,26997
21119,Knott County,1602,26980
45013,Beaufort County,3900,32133
72107,Orocovis Muno,5200,32161
17139,Moultrie County,1201,26971
31157,Scotts Bluff County,2600,32104
21209,Scott County,1601,2205
17131,Mercer County,1202,26972
21203,Rockcastle County,1602,26980
17133,Monroe County,1202,26972
21201,Robertson County,1601,2205
17135,Montgomery County,1202,26972
21207,Russell County,1602,26980
17137,Morgan County,1202,26972
21205,Rowan County,1601,2205
21199,Pulaski County,1602,26980
21193,Perry County,1602,26980
21191,Pendleton County,1601,2205
21197,Powell County,1602,26980
21195,Pike County,1602,26980
12086,Miami-Dade County,0901,26958
12087,Monroe County,0901,26958
12085,Martin County,0901,26958
12083,Marion County,0902,26959
12081,Manatee County,0902,26959
30081,Ravalli County,2500,32100
12089,Nassau County,0901,26958
48399,Runnels County,4203,32139
17047,Edwards County,1201,26971
17041,Douglas County,1201,26971
17043,DuPage County,1201,26971
20133,Neosho County,1502,26978
48393,Roberts County,4201,32137
17049,Effingham County,1201,26971
48397,Rockwall County,4202,32138
13207,Monroe County,1002,26967
36109,Tompkins County,3102,32116
13205,Mitchell County,1002,26967
13201,Miller County,1002,26967
13209,Montgomery County,1001,26966
36065,Oneida County,3102,32116
48249,Jim Wells County,4205,32141
48247,Jim Hogg County,4205,32141
48245,Jefferson County,4204,32140
48243,Jeff Davis County,4203,32139
48241,Jasper County,4203,32139
48027,Bell County,4203,32139
41047,Marion County,3601,32126
45017,Calhoun County,3900,32133
41045,Malheur County,3602,32127
48023,Baylor County,4202,32138
41043,Linn County,3601,32126
48021,Bastrop County,4203,32139
41041,Lincoln County,3601,32126
40063,Hughes County,3502,32125
40061,Haskell County,3502,32125
40067,Jefferson County,3502,32125
40065,Jackson County,3502,32125
41049,Morrow County,3601,32126
20007,Barber County,1502,26978
29089,Howard County,2402,26997
20005,Atchison County,1501,26977
26143,Roscommon County,2112,26989
20003,Anderson County,1502,26978
20001,Allen County,1502,26978
29081,Harrison County,2403,26998
29083,Henry County,2403,26998
13249,Schley County,1002,26967
20009,Barton County,1502,26978
46011,Brookings County,4001,32134
24019,Dorchester County,1900,26985
24015,Cecil County,1900,26985
24017,Charles County,1900,26985
24011,Caroline County,1900,26985
24013,Carroll County,1900,26985
13113,Fayette County,1002,26967
37091,Hertford County,3200,32119
13111,Fannin County,1002,26967
37093,Hoke County,3200,32119
13117,Forsyth County,1002,26967
37095,Hyde County,3200,32119
13115,Floyd County,1002,26967
37097,Iredell County,3200,32119
40117,Pawnee County,3501,32124
37099,Jackson County,3200,32119
13119,Franklin County,1001,26966
13165,Jenkins County,1001,26966
40113,Osage County,3501,32124
40111,Okmulgee County,3501,32124
04027,Yuma County,0203,26950
39165,Warren County,3402,32123
46019,Butte County,4001,32134
54079,Putnam County,4702,32151
54071,Pendleton County,4702,32151
09011,New London County,0600,26956
54073,Pleasants County,4701,32150
54075,Pocahontas County,4702,32151
54077,Preston County,4701,32150
38039,Griggs County,3301,32120
04021,Pinal County,0202,26949
38033,Golden Valley County,3302,32121
38031,Foster County,3301,32120
54047,McDowell County,4702,32151
38037,Grant County,3302,32121
38035,Grand Forks County,3301,32120
27029,Clearwater County,2201,26991
29175,Randolph County,2402,26997
08017,Cheyenne County,0502,26954
27069,Kittson County,2201,26991
34019,Hunterdon County,2900,32111
30029,Flathead County,2500,32100
28161,Yalobusha County,2302,26995
34011,Cumberland County,2900,32111
30025,Fallon County,2500,32100
34013,Essex County,2900,32111
30027,Fergus County,2500,32100
34015,Gloucester County,2900,32111
30021,Dawson County,2500,32100
34017,Hudson County,2900,32111
30023,Deer Lodge County,2500,32100
54105,Wirt County,4701,32150
18027,Daviess County,1302,26974
54107,Wood County,4701,32150
18025,Crawford County,1302,26974
54101,Webster County,4702,32151
18023,Clinton County,1302,26974
54103,Wetzel County,4701,32150
18021,Clay County,1302,26974
54109,Wyoming County,4702,32151
18029,Dearborn County,1301,26973
38105,Williams County,3301,32120
38103,Wells County,3301,32120
51009,Amherst County,4502,32147
38101,Ward County,3301,32120
72045,Comerío Muno,5200,32161
28049,Hinds County,2302,26995
29065,Dent County,2401,26996
72041,Cidra Muno,5200,32161
29061,Daviess County,2403,26998
28043,Grenada County,2302,26995
23021,Piscataquis County,1801,26983
28041,Greene County,2301,26994
23023,Sagadahoc County,1802,26984
28047,Harrison County,2301,26994
51005,Alleghany County,4502,32147
28045,Hancock County,2301,26994
23027,Waldo County,1801,26983
47041,DeKalb County,4100,32136
02180,Nome CA,5008,26938
47043,Dickson County,4100,32136
47045,Dyer County,4100,32136
02185,North Slope Borough,5005,26935
47049,Fentress County,4100,32136
02188,Northwest Arctic Borough,5006,26936
51550,Chesapeake city,4502,32147
27043,Faribault County,2203,26993
27041,Douglas County,2202,26992
27047,Freeborn County,2203,26993
27045,Fillmore County,2203,26993
53049,Pacific County,4602,32149
27049,Goodhue County,2203,26993
55059,Kenosha County,4803,32154
50003,Bennington County,4400,32145
50005,Caledonia County,4400,32145
50007,Chittenden County,4400,32145
55051,Iron County,4801,32152
55053,Jackson County,4802,32153
55055,Jefferson County,4803,32154
55057,Juneau County,4803,32154
31041,Custer County,2600,32104
35013,Doña Ana County,3002,32113
31043,Dakota County,2600,32104
35011,De Baca County,3001,32112
31045,Dawes County,2600,32104
35017,Grant County,3003,32114
31047,Dawson County,2600,32104
35015,Eddy County,3001,32112
31049,Deuel County,2600,32104
35019,Guadalupe County,3001,32112
37147,Pitt County,3200,32119
08119,Teller County,0502,26954
51680,Lynchburg city,4502,32147
47139,Polk County,4100,32136
50023,Washington County,4400,32145
47135,Perry County,4100,32136
47137,Pickett County,4100,32136
47131,Obion County,4100,32136
47133,Overton County,4100,32136
19061,Dubuque County,1401,26975
39071,Highland County,3402,32123
19063,Emmet County,1401,26975
39073,Hocking County,3402,32123
19065,Fayette County,1401,26975
39075,Holmes County,3401,32122
19067,Floyd County,1401,26975
39077,Huron County,3401,32122
19069,Franklin County,1401,26975
39079,Jackson County,3402,32123
37189,Watauga County,3200,32119
28133,Sunflower County,2302,26995
28131,Stone County,2301,26994
17129,Menard County,1202,26972
28137,Tate County,2302,26995
28135,Tallahatchie County,2302,26995
28139,Tippah County,2301,26994
19099,Jasper County,1402,26976
51199,York County,4502,32147
13017,Ben Hill County,1002,26967
51195,Wise County,4502,32147
51197,Wythe County,4502,32147
22107,Tensas Parish,1701,26981
51191,Washington County,4502,32147
51193,Westmoreland County,4501,32146
22081,Red River Parish,1701,26981
29087,Holt County,2403,26998
22085,Sabine Parish,1701,26981
22087,St. Bernard Parish,1702,26982
16047,Gooding County,1102,26969
22089,St. Charles Parish,1702,26982
40017,Canadian County,3501,32124
19097,Jackson County,1401,26975
13011,Banks County,1002,26967
19091,Humboldt County,1401,26975
21059,Daviess County,1602,26980
21053,Clinton County,1602,26980
21051,Clay County,1602,26980
16041,Franklin County,1101,26968
21057,Cumberland County,1602,26980
21055,Crittenden County,1602,26980
02220,Sitka Cty&Bor,5001,26931
26141,Presque Isle County,2112,26989
46031,Corson County,4001,32134
21237,Wolfe County,1602,26980
21235,Whitley County,1602,26980
21233,Webster County,1602,26980
21231,Wayne County,1602,26980
18171,Warren County,1302,26974
53045,Mason County,4602,32149
53047,Okanogan County,4601,32148
53041,Lewis County,4602,32149
21239,Woodford County,1601,2205
13259,Stewart County,1002,26967
72083,Las Marías Muno,5200,32161
13321,Worth County,1002,26967
17123,Marshall County,1202,26972
17121,Marion County,1201,26971
17127,Massac County,1201,26971
17125,Mason County,1202,26972
39171,Williams County,3401,32122
72087,Loíza Muno,5200,32161
26135,Oscoda County,2112,26989
26137,Otsego County,2112,26989
26131,Ontonagon County,2111,26988
26133,Osceola County,2112,26989
72089,Luquillo Muno,5200,32161
08111,San Juan County,0503,26955
20125,Montgomery County,1502,26978
20127,Morris County,1501,26977
20121,Miami County,1502,26978
20123,Mitchell County,1501,26977
20129,Morton County,1502,26978
17057,Fulton County,1202,26972
17055,Franklin County,1201,26971
17053,Ford County,1201,26971
12133,Washington County,0903,26960
48383,Reagan County,4203,32139
48381,Randall County,4201,32137
48387,Red River County,4202,32138
48385,Real County,4204,32140
13211,Morgan County,1002,26967
12131,Walton County,0903,26960
13215,Muscogee County,1002,26967
13217,Newton County,1002,26967
26139,Ottawa County,2113,26990
01041,Crenshaw County,0101,26929
53035,Kitsap County,4601,32148
48259,Kendall County,4204,32140
08117,Summit County,0502,26954
48251,Johnson County,4202,32138
53037,Kittitas County,4602,32149
48255,Karnes County,4204,32140
48257,Kaufman County,4202,32138
45007,Anderson County,3900,32133
41071,Yamhill County,3601,32126
45005,Allendale County,3900,32133
48035,Bosque County,4203,32139
45001,Abbeville County,3900,32133
48039,Brazoria County,4204,32140
45009,Bamberg County,3900,32133
20011,Bourbon County,1502,26978
20013,Brown County,1501,26977
20015,Butler County,1502,26978
20017,Chase County,1502,26978
20019,Chautauqua County,1502,26978
01047,Dallas County,0102,26930
19009,Audubon County,1402,26976
40109,Oklahoma County,3501,32124
37069,Franklin County,3200,32119
13109,Evans County,1001,26966
37065,Edgecombe County,3200,32119
40101,Muskogee County,3501,32124
37067,Forsyth County,3200,32119
13107,Emanuel County,1001,26966
37061,Duplin County,3200,32119
48227,Howard County,4202,32138
37063,Durham County,3200,32119
13103,Effingham County,1001,26966
20083,Hodgeman County,1502,26978
04009,Graham County,0201,26948
38025,Dunn County,3302,32121
29183,St. Charles County,2401,26996
38027,Eddy County,3301,32120
29185,St. Clair County,2403,26998
48223,Hopkins County,4202,32138
29187,St. Francois County,2401,26996
29186,Ste. Genevieve County,2401,26996
04001,Apache County,0201,26948
